         10624935 function calls (9814326 primitive calls) in 9.771 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        2    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6702(numeric_type_aliases)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
        2    0.000    0.000    0.000    0.000 numeric.py:90(zeros_like)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:372(gethomedir)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 staging.py:88(ParticleGroup)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        8    0.000    0.000    0.000    0.000 os.py:756(decode)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
       19    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       49    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:102(ode)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1606(ArgumentParser)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:180(_subs_tvars)
        3    0.000    0.000    0.000    0.000 typing.py:212(_remove_dups_flatten)
        5    0.000    0.000    0.000    0.000 typing.py:633(copy_with)
        4    0.000    0.000    0.000    0.000 typing.py:744(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1595(TextIO)
        5    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        2    0.000    0.000    0.000    0.000 potentials.py:150(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2204(Grid)
        1    0.000    0.000    0.000    0.000 __init__.py:2663(Entry)
        1    0.000    0.000    0.000    0.000 __init__.py:2768(Listbox)
        1    0.000    0.000    0.002    0.002 figureoptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:7(<module>)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:255(QuiverKey)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 offsetbox.py:131(OffsetBox)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:3310(MathTextParser)
        1    0.000    0.000    0.000    0.000 text.py:1253(TextWithDash)
        1    0.000    0.000    0.000    0.000 patches.py:843(RegularPolygon)
        1    0.000    0.000    0.000    0.000 ticker.py:1885(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1197(EngFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:869(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1137(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1193(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1587(TransformWrapper)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2162(__radd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2353(__invert__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2400(__call__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3565(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3606(__str__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4663(stopOn)
       10    0.000    0.000    0.000    0.000 rcsetup.py:178(_validate_tex_preamble)
        3    0.000    0.000    0.000    0.000 rcsetup.py:284(validate_toolbar)
       13    0.000    0.000    0.000    0.000 rcsetup.py:352(validate_color_or_auto)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        8    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 pathlib.py:835(with_name)
       24    0.000    0.000    0.000    0.000 pathlib.py:1029(_init)
        6    0.000    0.000    0.000    0.000 pathlib.py:1173(stat)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        4    0.000    0.000    0.000    0.000 re.py:205(split)
        4    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        7    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       35    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       55    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
    24/21    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 _lsap.py:12(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 matfuncs.py:342(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:1107(dopri5)
        1    0.000    0.000    0.000    0.000 sputils.py:17(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1073(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        6    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:399(get_blas_funcs)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:100(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:594(_GenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1310(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1581(BinaryIO)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2859(Menu)
        1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:291(Variable)
        3    0.000    0.000    0.001    0.000 qt_compat.py:84(_setup_pyqt4)
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 geo.py:311(HammerAxes)
        1    0.000    0.000    0.000    0.000 scale.py:340(LogScale)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:614(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1023(AnchoredOffsetbox)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:38(ToolBase)
        1    0.000    0.000    0.000    0.000 image.py:823(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:960(NonUniformImage)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:142(MathtextBackendAgg)
       24    0.000    0.000    0.000    0.000 dviread.py:155(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:1858(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:2455(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 patches.py:957(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1145(Arrow)
        1    0.000    0.000    0.000    0.000 ticker.py:435(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:1818(TriMesh)
        1    0.000    0.000    0.000    0.000 transforms.py:1727(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2028(IdentityTransform)
        1    0.000    0.000    0.000    0.000 artist.py:1187(ArtistInspector)
       19    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 colors.py:442(Colormap)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1782(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1766(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2819(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4768(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4911(__init__)
       10    0.000    0.000    0.000    0.000 rcsetup.py:300(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:340(<listcomp>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:547(validate_ps_distiller)
       11    0.000    0.000    0.000    0.000 rcsetup.py:711(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        3    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:548(_get_xdg_cache_dir)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1034(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1461(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1972(RectangleSelector)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:339(_get_normal_name)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(zeros_like)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 numeric.py:2054(identity)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        3    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        5    0.000    0.000    0.000    0.000 pathlib.py:677(_from_parsed_parts)
        4    0.000    0.000    0.000    0.000 pathlib.py:698(_make_child)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 staging.py:104(<listcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       21    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        7    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 rk.py:75(RungeKutta)
        1    0.000    0.000    0.000    0.000 rk.py:184(RK23)
        1    0.000    0.000    0.000    0.000 rk.py:277(RK45)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:21(<module>)
        1    0.000    0.000    0.005    0.005 _rotation_groups.py:1(<module>)
       18    0.000    0.000    0.000    0.000 codata.py:1564(_check_obsolete)
        1    0.000    0.000    0.000    0.000 kdtree.py:253(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:185(KDTree)
        1    0.000    0.000    0.000    0.000 nonlin.py:911(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:1297(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 zeros.py:1040(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 nonlin.py:482(Jacobian)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:188(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:203(VectorFunction)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 interface.py:504(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 data.py:159(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 argparse.py:1245(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 case.py:398(__init__)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 _backend.py:45(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:309(Dispatchable)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 potentials.py:123(__init__)
        1    0.000    0.000    0.000    0.000 potentials.py:149(Constant)
        1    0.000    0.000    0.000    0.000 plotting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 __init__.py:2121(Pack)
        1    0.000    0.000    0.000    0.000 __init__.py:2160(Place)
        1    0.000    0.000    0.000    0.000 __init__.py:3481(Image)
        1    0.000    0.000    0.000    0.000 __init__.py:3538(PhotoImage)
        1    0.000    0.000    0.000    0.000 __init__.py:3617(Spinbox)
        2    0.000    0.000    0.000    0.000 qt_compat.py:65(_setup_pyqt5)
        1    0.000    0.000    0.001    0.001 backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.002    0.002 backend_qt4agg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:209(ThetaLocator)
        1    0.000    0.000    0.000    0.000 axis.py:2193(YAxis)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:398(XTick)
        4    0.000    0.000    0.000    0.000 axis.py:1875(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 _base.py:118(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 quiver.py:920(Barbs)
        1    0.000    0.000    0.000    0.000 table.py:181(CustomCell)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:10(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:440(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:553(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1416(_rrulestr)
        1    0.000    0.000    0.000    0.000 units.py:57(AxisInfo)
        1    0.000    0.000    0.000    0.000 dates.py:1044(rrulewrapper)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        1    0.000    0.000    0.000    0.000 figure.py:54(AxesStack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:572(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 image.py:1079(PcolorImage)
        1    0.000    0.000    0.000    0.000 blocking_input.py:30(BlockingInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:178(GridSpec)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.003    0.003 mathtext.py:2838(<lambda>)
        1    0.000    0.000    0.000    0.000 mathtext.py:224(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:1372(Node)
        8    0.000    0.000    0.000    0.000 mathtext.py:1885(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:123(_dispatch)
        1    0.000    0.000    0.000    0.000 patches.py:1445(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:3190(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:4326(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
        1    0.000    0.000    0.000    0.000 ticker.py:2404(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:195(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:395(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:842(LogFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1683(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2080(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2289(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 artist.py:1317(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1140(SymLogNorm)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5145(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6912(TestParseResultsAsserts)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2420(suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3590(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3654(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4202(MatchFirst)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4645(__str__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:108(validate_path_exists)
        5    0.000    0.000    0.000    0.000 rcsetup.py:223(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:655(Stack)
        1    0.000    0.000    0.000    0.000 deprecation.py:399(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:603(get_cachedir)
        1    0.000    0.000    0.006    0.006 __init__.py:876(rc_params)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 core.py:828(_DomainTan)
        4    0.000    0.000    0.000    0.000 core.py:3363(dtype)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 core.py:218(reload_library)
        1    0.000    0.000    0.000    0.000 backend_tools.py:968(ToolPan)
        1    0.000    0.000    0.000    0.000 widgets.py:23(LockDraw)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       11    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        2    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
