         10624935 function calls (9814326 primitive calls) in 9.771 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       60    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(linspace)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       45    0.000    0.000    0.000    0.000 re.py:185(sub)
       24    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.006    0.006 _minimize.py:8(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:152(update)
        1    0.000    0.000    0.037    0.037 _basic.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Misc)
       38    0.000    0.000    0.000    0.000 colors.py:825(__init__)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4468(streamline)
        1    0.000    0.000    0.000    0.000 __init__.py:992(<listcomp>)
       87    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
       12    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
      110    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
      224    0.000    0.000    0.000    0.000 patches.py:1864(<genexpr>)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2571(__eq__)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4762(parseImpl)
       44    0.000    0.000    0.000    0.000 core.py:145(get_object_signature)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
        1    0.000    0.000    0.015    0.015 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.016    0.016 _internal.py:6(<module>)
        1    0.000    0.000    0.011    0.011 __init__.py:10(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        4    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        3    0.000    0.000    0.096    0.032 utils.py:1(<module>)
        2    0.000    0.000    0.014    0.007 __init__.py:15(<module>)
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 dviread.py:172(Dvi)
        1    0.000    0.000    0.008    0.008 lines.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:186(ScalarMappable)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1446(setName)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4219(__init__)
       86    0.000    0.000    0.000    0.000 rcsetup.py:215(validate_int)
       30    0.000    0.000    0.007    0.000 __init__.py:772(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1033(<listcomp>)
        1    0.000    0.000    0.001    0.001 _methods.py:5(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       61    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.010    0.010 legend.py:22(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
        1    0.000    0.000    0.029    0.029 collections.py:10(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
      145    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.010    0.010 py3k.py:12(<module>)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
       28    0.000    0.000    0.000    0.000 os.py:752(encode)
       90    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       52    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
       17    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2537(streamline)
       55    0.000    0.000    0.000    0.000 rcsetup.py:995(_validate_linestyle)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
      201    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
      252    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
        1    0.000    0.000    0.006    0.006 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5789(_makeTags)
      140    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
       15    0.000    0.000    0.000    0.000 rcsetup.py:960(validate_animation_writer_path)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
       19    0.000    0.000    0.000    0.000 pathlib.py:1019(__new__)
       61    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      141    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       12    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       87    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
        1    0.000    0.000    0.003    0.003 iterative.py:1(<module>)
        1    0.000    0.000    0.011    0.011 context.py:1(<module>)
        1    0.000    0.000    0.065    0.065 figure.py:12(<module>)
        1    0.000    0.000    0.007    0.007 artist.py:1(<module>)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3209(__str__)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4069(__str__)
       28    0.000    0.000    0.000    0.000 rcsetup.py:46(__init__)
        8    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 constants.py:8(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:844(__init_subclass__)
        1    0.000    0.000    0.005    0.005 axis.py:3(<module>)
        1    0.000    0.000    0.039    0.039 contour.py:3(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1404(EventCollection)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
        1    0.000    0.000    0.001    0.001 colors.py:60(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1854(resetCache)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4226(streamline)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4824(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4830(parseImpl)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(PurePath)
        1    0.000    0.000    0.019    0.019 overrides.py:1(<module>)
       30    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.003    0.003 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.001    0.001 simpledialog.py:24(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:321(Legend)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
        1    0.000    0.000    0.001    0.001 patches.py:3151(ArrowStyle)
      158    0.000    0.000    0.000    0.000 pyparsing.py:4009(<genexpr>)
        1    0.000    0.000    0.007    0.007 __init__.py:124(<module>)
        1    0.000    0.000    0.003    0.003 secrets.py:7(<module>)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.010    0.010 __init__.py:93(<module>)
        2    0.000    0.000    0.002    0.001 _backend.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
       46    0.000    0.000    0.000    0.000 docstring.py:43(update)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1895(parseString)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2880(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
       60    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       31    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
       10    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       91    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
      246    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       23    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        1    0.000    0.000    0.010    0.010 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:13(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:245(Figure)
        1    0.000    0.000    0.000    0.000 _subplots.py:202(subplot_class_factory)
      204    0.000    0.000    0.000    0.000 patches.py:1857(<genexpr>)
       89    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
        1    0.000    0.000    0.000    0.000 pyplot.py:1760(get_plot_commands)
        1    0.000    0.000    0.005    0.005 __init__.py:274(load)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2583(__hash__)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
       24    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
       26    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 nonlin.py:219(_set_doc)
        1    0.000    0.000    0.008    0.008 __init__.py:109(<module>)
       38    0.000    0.000    0.000    0.000 typing.py:1197(_alias)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:593(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:1864(<listcomp>)
       20    0.000    0.000    0.000    0.000 deprecation.py:226(finalize)
        6    0.000    0.000    0.000    0.000 deprecation.py:354(<listcomp>)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       72    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
        2    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
       19    0.000    0.000    0.000    0.000 pathlib.py:664(_from_parts)
        4    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
       83    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       35    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.007    0.004 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1485(IO)
        1    0.000    0.000    0.000    0.000 backend_agg.py:21(<module>)
        1    0.000    0.000    0.001    0.001 mlab.py:54(<module>)
        1    0.000    0.000    0.003    0.003 _parser.py:30(<module>)
        1    0.000    0.000    0.058    0.058 _subplots.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2278(__or__)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3128(<genexpr>)
      198    0.000    0.000    0.000    0.000 rcsetup.py:51(func)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
       15    0.000    0.000    0.000    0.000 arrayprint.py:477(wrapper)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       28    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
        1    0.000    0.000    0.001    0.001 basic.py:3(<module>)
        1    0.000    0.000    0.040    0.040 quadrature.py:1(<module>)
        1    0.000    0.000    0.001    0.001 qt_compat.py:12(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
        1    0.000    0.000    0.000    0.000 cm.py:100(<dictcomp>)
       95    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
       11    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       22    0.000    0.000    0.000    0.000 pathlib.py:704(__str__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 decorator.py:240(decorator)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        6    0.000    0.000    0.000    0.000 patches.py:1857(<listcomp>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5437(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6746(pyparsing_unicode)
       25    0.000    0.000    0.000    0.000 rcsetup.py:316(<listcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
       82    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       29    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
        9    0.000    0.000    0.001    0.000 decorator.py:225(decorate)
        1    0.000    0.000    0.000    0.000 axis.py:679(Axis)
       17    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4017(<genexpr>)
       30    0.000    0.000    0.002    0.000 rcsetup.py:477(validate_font_properties)
       20    0.000    0.000    0.000    0.000 deprecation.py:207(_deprecated_property)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       35    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       32    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        6    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1489(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
       48    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:336(<listcomp>)
        1    0.000    0.000    0.004    0.004 __init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:300(<listcomp>)
        1    0.000    0.000    0.004    0.004 category.py:12(<module>)
        1    0.000    0.000    0.007    0.007 textpath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 afm.py:38(<module>)
       10    0.000    0.000    0.001    0.000 pyplot.py:654(close)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4489(__str__)
        3    0.000    0.000    0.000    0.000 __init__.py:913(__init__)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
       60    0.000    0.000    0.000    0.000 _methods.py:44(_any)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
    51/19    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:413(<listcomp>)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.012    0.012 _util.py:1(<module>)
       18    0.000    0.000    0.000    0.000 dual.py:52(register_func)
       26    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:30(<module>)
       29    0.000    0.000    0.000    0.000 six.py:184(find_module)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4266(<genexpr>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4443(parseImpl)
        1    0.000    0.000    0.019    0.019 fontconfig_pattern.py:6(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
       32    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.002    0.002 __init__.py:186(_check_versions)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fbde1193950}
        1    0.000    0.000    0.001    0.001 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.012    0.012 core.py:12(<module>)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
       26    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
      139    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
        1    0.000    0.000    0.037    0.037 _bvp.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:319(_get_funcs)
       16    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:49(TexManager)
       89    0.000    0.000    0.000    0.000 docstring.py:99(copy)
        1    0.000    0.000    0.000    0.000 pyplot.py:2059(<listcomp>)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       17    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5081(__init__)
       10    0.000    0.000    0.003    0.000 pyparsing.py:5103(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1771(get)
        5    0.000    0.000    0.000    0.000 rcsetup.py:514(validate_whiskers)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.007    0.007 _pickle.py:1(<module>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       13    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       96    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
      154    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        1    0.000    0.000    0.008    0.008 legend_handler.py:25(<module>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3313(export)
        1    0.000    0.000    0.000    0.000 text.py:1954(Annotation)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2427(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4261(__str__)
       32    0.000    0.000    0.000    0.000 rcsetup.py:876(<genexpr>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       35    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
        2    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:3037(ndim)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
        1    0.000    0.000    0.000    0.000 staging.py:32(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:830(__or__)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:314(<listcomp>)
        9    0.000    0.000    0.000    0.000 typing.py:533(__init__)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1969(BoxStyle)
        1    0.000    0.000    0.005    0.005 font_manager.py:916(json_load)
       19    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4655(__init__)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:113(parse)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
      301    0.000    0.000    0.000    0.000 __init__.py:848(__iter__)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:192(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 rotation.py:176(Rotation)
        1    0.000    0.000    0.001    0.001 _linprog_ip.py:18(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:54(decorator)
       11    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1549(FigureCanvasBase)
       56    0.000    0.000    0.000    0.000 patches.py:1961(_register_style)
        1    0.000    0.000    0.000    0.000 markers.py:146(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:160(<dictcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:252(BboxBase)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5656(<lambda>)
       18    0.000    0.000    0.000    0.000 deprecation.py:193(finalize)
        8    0.000    0.000    0.000    0.000 deprecation.py:418(_suppress_matplotlib_deprecation_warning)
